"index";"Company";"TypeName";"inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"price";"ppi"
666;"Toshiba";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.1;4;"SSD";128;0;"Intel";" HD Graphics 520";"window";2.1;26533;100
668;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"HDD";1024;0;"AMD";" Radeon 530";"window";2.1;39694;141
669;"Toshiba";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";2.0;67026;141
670;"Acer";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"linux";2.1;21951;100
671;"Microsoft";"Ultrabook";13.5;"small";1504;2256;1;"Intel";" Core i7";2.8;8;"SSD";256;0;"Intel";" Iris Plus Graphics 640";"window";1.252;99519;201
672;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"Hybrid";128;1024;"AMD";" Radeon R5 M430";"window";1.9;43580;141
673;"Lenovo";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.3;55092;166
674;"Lenovo";"Notebook";35.6;"large";768;1366;0;"AMD";" E-Series E2-9000";2.2;4;"SSD";128;0;"AMD";" Radeon R2 Graphics";"window";2.2;18595;44
675;"HP";"2 in 1 Convertible";14.0;"medium";1080;1920;1;"Intel";" Core i3";2.4;4;"SSD";128;0;"Nvidia";" GeForce 940MX";"window";1.63;37243;157
676;"MSI";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050";"window";2.4;68944;141
677;"Asus";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.1;60473;157
678;"HP";"2 in 1 Convertible";11.6;"small";768;1366;1;"Intel";" Celeron Dual";1.1;8;"FlashStorage";64;0;"Intel";" HD Graphics 500";"other";1.4;26374;135
679;"LG";"Ultrabook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.09;122491;141
680;"Acer";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;16;"SSD";256;0;"Nvidia";" GeForce GTX 1050 Ti";"window";2.5;69211;141
681;"MSI";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"window";2.2;53168;141
682;"Asus";"Notebook";15.6;"medium";768;1366;0;"Intel";" Celeron Dual";1.1;4;"SSD";128;0;"Intel";" HD Graphics 500";"window";1.86;22324;100
683;"Dell";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"window";3.21;109277;141
684;"HP";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i3";2.0;4;"SSD";256;0;"AMD";" Radeon R5 520";"window";2.5;37243;127
685;"Lenovo";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i7";1.8;8;"SSD";512;0;"Intel";" UHD Graphics 620";"window";1.19;79867;166
686;"Dell";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.9;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"window";3.49;149917;141
687;"HP";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;4;"HDD";500;0;"AMD";" Radeon 520";"window";1.86;32640;100
688;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon R5 M430";"window";2.2;29073;100
689;"HP";"Notebook";17.3;"large";1080;1920;0;"AMD";" A10-Series 9600P";2.4;6;"HDD";2048;0;"AMD";" Radeon R7 M440";"window";2.65;30316;127
690;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Celeron Dual";1.6;4;"HDD";500;0;"Intel";" HD Graphics 510";"window";2.1;16943;100
691;"Acer";"Notebook";14.0;"medium";768;1366;0;"Intel";" Celeron Dual";1.6;4;"FlashStorage";32;0;"Intel";" HD Graphics 510";"other";1.45;19980;112
692;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;4;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.7;37243;157
693;"HP";"Workstation";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;8;"HDD";500;0;"Nvidia";" Quadro M1200";"window";3.14;101658;127
694;"Lenovo";"2 in 1 Convertible";14.0;"medium";1440;2560;1;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.42;137995;210
695;"Toshiba";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.5;51841;166
696;"Acer";"Netbook";11.6;"small";768;1366;0;"Intel";" Celeron Dual";1.6;4;"FlashStorage";32;0;"Intel";" HD Graphics";"window";1.4;14332;135
697;"Lenovo";"2 in 1 Convertible";14.0;"medium";1080;1920;1;"Intel";" Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.38;93187;157
698;"Asus";"2 in 1 Convertible";12.5;"small";1080;1920;1;"Intel";" Core M";0.9;4;"FlashStorage";64;0;"Intel";" HD Graphics 515";"other";1.2;35644;176
699;"Toshiba";"Ultrabook";13.3;"small";1080;1920;1;"Intel";" Core i7";2.5;16;"SSD";512;0;"Intel";" HD Graphics 520";"window";1.36;100007;166
701;"Dell";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"window";2.56;43636;141
702;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"AMD";" A9-Series 9420";2.9;4;"SSD";256;0;"AMD";" Radeon 530";"window";2.2;21259;141
703;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"AMD";" A12-Series 9720P";3.6;8;"HDD";1024;0;"AMD";" Radeon R7";"window";2.2;22857;100
704;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;4;"HDD";1024;1024;"Intel";" HD Graphics 620";"window";2.1;33111;141
705;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"N/A";1.9;23976;100
706;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";2.18;42358;141
707;"Acer";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i5";1.6;1;"SSD";256;0;"Intel";" UHD Graphics 620";"window";1.6;53227;166
708;"Lenovo";"Workstation";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.5;16;"SSD";512;0;"Nvidia";" Quadro M520M";"window";2.18;98834;141
709;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.8;63456;157
710;"HP";"Notebook";17.3;"large";1080;1920;0;"AMD";" A10-Series 9620P";2.5;6;"HDD";2048;0;"AMD";" Radeon 530";"window";2.71;34899;127
711;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"window";2.5;66547;141
712;"Dell";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.8;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"linux";1.64;58022;157
713;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Intel";" HD Graphics 620";"linux";1.98;38681;141
714;"Asus";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Celeron Dual";1.1;4;"FlashStorage";32;0;"Intel";" HD Graphics 500";"window";1.5;15877;157
715;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.6;16;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.93;76012;141
716;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce 920MX";"window";1.87;45665;157
717;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.9;62817;141
718;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"AMD";" A6-Series 7310";2.0;4;"HDD";500;0;"AMD";" Radeon R4";"window";2.19;15877;100
719;"Mediacom";"Notebook";14.0;"medium";1200;1920;0;"Intel";" Atom Z8350";1.9;4;"HDD";32;0;"Intel";" HD Graphics 400";"window";1.4;14119;162
720;"HP";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"window";2.63;63936;127
721;"Lenovo";"Ultrabook";14.0;"medium";1440;2560;0;"Intel";" Core i7";2.5;64;"SSD";512;0;"Intel";" HD Graphics 520";"window";1.17;89864;210
722;"HP";"2 in 1 Convertible";13.3;"small";768;1366;1;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.58;44574;118
723;"Lenovo";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.32;79867;157
724;"Dell";"Gaming";17.3;"large";2160;3840;0;"Intel";" Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";" GeForce GTX 1070";"window";4.36;194973;255
725;"MSI";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"window";2.7;71847;127
726;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;4;"HDD";1024;0;"Intel";" HD Graphics 620";"N/A";1.9;26102;100
728;"Dell";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i3";2.4;4;"HDD";1024;0;"Intel";" HD Graphics 620";"window";1.71;34579;166
729;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"AMD";" Radeon R7 M445";"linux";2.32;31410;100
730;"HP";"Notebook";15.6;"medium";1080;1920;0;"AMD";" A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";" Radeon 520";"window";2.1;26054;141
731;"Acer";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"window";4.2;103097;127
732;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;12;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.25;34579;100
733;"HP";"Notebook";15.6;"medium";1080;1920;0;"AMD";" A9-Series A9-9420";3.0;6;"Hybrid";128;1024;"AMD";" Radeon 520";"window";2.1;34632;141
734;"Acer";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"window";2.4;29784;100
735;"Lenovo";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.44;51149;166
736;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;4;"HDD";1024;0;"Intel";" HD Graphics 620";"window";1.85;41505;141
737;"HP";"Workstation";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"SSD";256;0;"Nvidia";" Quadro M2200";"window";2.6;128884;141
738;"Dell";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i5";1.6;8;"HDD";1024;0;"Intel";" UHD Graphics 620";"window";1.55;35112;166
739;"MSI";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"window";1.8;111594;141
740;"Acer";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";2.4;21887;100
741;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"Hybrid";128;1024;"Nvidia";" GeForce 940MX";"window";2.0;64309;141
742;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";2.0;35431;100
743;"Toshiba";"Notebook";14.0;"medium";1080;1920;1;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.25;81785;157
744;"Lenovo";"2 in 1 Convertible";14.0;"medium";1080;1920;1;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.7;53227;157
745;"Lenovo";"Workstation";15.6;"medium";2160;3840;0;"Intel";" Core i7";2.8;16;"SSD";1024;0;"Nvidia";" Quadro M520M";"window";2.5;175771;282
746;"Acer";"Notebook";14.0;"medium";768;1366;0;"Intel";" Celeron Dual";1.6;2;"FlashStorage";32;0;"Intel";" HD Graphics 400";"other";1.68;17582;112
747;"Samsung";"Ultrabook";13.3;"small";1080;1920;0;"Intel";" Core i7";2.7;16;"SSD";256;0;"Intel";" HD Graphics 620";"window";0.81;87859;166
749;"Dell";"Notebook";14.0;"medium";768;1366;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.6;60031;112
750;"HP";"Workstation";17.3;"large";1080;1920;0;"Intel";" Xeon E3-1535M";2.9;16;"SSD";256;0;"Nvidia";" Quadro M2000M";"window";3.0;233846;127
751;"Lenovo";"Netbook";11.6;"small";768;1366;1;"Intel";" Celeron Dual";1.6;4;"SSD";128;0;"Intel";" HD Graphics 400";"window";1.4;25308;135
752;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.4;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.84;101232;141
753;"Asus";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.3;4;"HDD";1024;0;"Nvidia";" GeForce GTX 950M";"N/A";2.45;30849;100
755;"Asus";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i7";2.7;4;"SSD";256;0;"Intel";" HD Graphics 620";"window";2.37;45283;100
756;"Lenovo";"2 in 1 Convertible";13.3;"small";1800;3200;1;"Intel";" Core i5";1.8;8;"SSD";256;0;"Intel";" HD Graphics 540";"window";1.3;63883;276
757;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"window";2.2;58555;141
758;"HP";"Workstation";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.6;8;"SSD";256;0;"Nvidia";" Quadro M1000M";"window";2.59;83170;141
759;"Dell";"Gaming";15.6;"medium";2160;3840;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"window";4.42;152860;282
760;"Acer";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;4;"SSD";256;0;"Intel";" HD Graphics 620";"window";2.1;31915;100
761;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"window";2.5;55837;141
762;"Dell";"Ultrabook";12.5;"small";1080;1920;0;"Intel";" Core i7";2.8;16;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.18;99048;176
763;"Google";"Ultrabook";12.3;"small";1600;2400;1;"Intel";" Core i5";1.2;8;"SSD";256;0;"Intel";" HD Graphics 615";"other";1.1;83064;235
764;"Asus";"Ultrabook";13.3;"small";1800;3200;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.2;60153;276
765;"Dell";"Notebook";13.3;"small";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";1.65;45235;118
766;"Acer";"Notebook";13.3;"small";768;1366;0;"Intel";" Core i5";2.3;4;"SSD";128;0;"Intel";" HD Graphics 520";"window";1.6;34898;118
767;"Asus";"Notebook";17.3;"large";768;1366;0;"Intel";" Pentium Quad";1.1;4;"HDD";1024;0;"Nvidia";" GeForce 920MX";"window";2.8;25060;91
768;"Dell";"Gaming";15.6;"medium";2160;3840;1;"Intel";" Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 960M";"window";2.72;58555;282
769;"Samsung";"Ultrabook";13.3;"small";1080;1920;1;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.31;85195;166
770;"Acer";"Notebook";15.6;"medium";768;1366;0;"Intel";" Pentium Quad";1.1;4;"HDD";1024;0;"Intel";" HD Graphics 505";"linux";2.1;15877;100
771;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;16;"";0;0;"AMD";" Radeon R7 M445";"window";2.3;62938;141
772;"Samsung";"2 in 1 Convertible";15.0;"medium";1080;1920;1;"Intel";" Core i7";2.7;16;"SSD";256;0;"AMD";" Radeon 540";"window";1.71;95851;147
773;"Toshiba";"Notebook";14.0;"medium";768;1366;0;"Intel";" Core i5";2.3;4;"SSD";128;0;"Intel";" HD Graphics 520";"window";1.75;54346;112
774;"Dell";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"window";2.62;58555;141
776;"Asus";"2 in 1 Convertible";15.6;"medium";1080;1920;1;"Intel";" Core i7";2.7;12;"HDD";2048;0;"Nvidia";" GeForce 940MX";"window";2.3;44702;141
777;"Lenovo";"Notebook";15.6;"medium";2160;3840;0;"Intel";" Core i7";2.7;16;"SSD";512;0;"Nvidia";" Quadro M2000M";"window";2.5;126274;282
778;"Acer";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i3";2.4;4;"SSD";128;0;"Intel";" HD Graphics 620";"window";1.8;33886;157
779;"Razer";"Gaming";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"SSD";512;0;"Nvidia";" GeForce GTX 1060";"window";1.95;154459;157
780;"Asus";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Pentium Dual";1.1;8;"SSD";128;0;"Intel";" HD Graphics 505";"window";2.0;31004;141
781;"Dell";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";" GeForce GTX 1070M";"window";4.42;191211;127
782;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"window";4.3;125208;127
783;"Toshiba";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.6;16;"SSD";512;0;"Nvidia";" GeForce 930M";"window";1.47;93986;157
784;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Celeron Quad";1.6;8;"HDD";1024;0;"Intel";" HD Graphics 405";"N/A";2.2;17529;100
785;"Lenovo";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.7;122491;157
786;"MSI";"Gaming";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"window";1.6;100752;157
787;"MSI";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"window";2.2;58022;141
788;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;4;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"window";2.4;53227;141
789;"Acer";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"window";4.2;122491;127
790;"Dell";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"window";2.62;52481;141
791;"Asus";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX1060";"window";2.24;71342;141
792;"Vero";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Celeron Dual";1.1;4;"FlashStorage";32;0;"Intel";" HD Graphics 500";"window";1.22;10811;157
793;"Lenovo";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.37;104962;166
794;"Lenovo";"2 in 1 Convertible";15.6;"medium";1080;1920;1;"Intel";" Core i5";2.5;8;"SSD";256;0;"AMD";" Radeon R7 M460";"window";2.08;51096;141
795;"Apple";"Ultrabook";12.0;"small";1440;2304;0;"Intel";" Core M";1.2;8;"FlashStorage";512;0;"Intel";" HD Graphics 5300";"macos";0.92;62071;226
796;"Lenovo";"2 in 1 Convertible";14.0;"medium";1440;2560;1;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.42;124142;210
797;"Asus";"Notebook";14.0;"medium";768;1366;0;"Intel";" Celeron Dual";1.1;4;"FlashStorage";32;0;"Intel";" HD Graphics 500";"window";1.63;15931;112
798;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;8;"SSD";128;0;"Intel";" HD Graphics 620";"window";1.95;43157;100
799;"Lenovo";"2 in 1 Convertible";13.9;"small";1080;1920;1;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.38;71875;158
800;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.0;8;"SSD";256;0;"AMD";" Radeon R5 M420X";"window";2.0;39374;141
801;"HP";"Workstation";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"SSD";256;0;"Nvidia";" Quadro M2200";"window";3.14;110018;141
802;"Asus";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";2.37;58555;141
803;"Dell";"Ultrabook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.29;79867;166
804;"Dell";"Notebook";15.6;"medium";2160;3840;1;"Intel";" Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"window";2.06;93187;282
805;"Dell";"Netbook";11.6;"small";768;1366;0;"Intel";" Pentium Quad";1.1;4;"SSD";128;0;"Intel";" HD Graphics 505";"window";1.63;39640;135
806;"HP";"Netbook";12.5;"small";768;1366;0;"Intel";" Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.26;74006;125
807;"Toshiba";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";2.1;41558;100
808;"HP";"Notebook";15.6;"medium";768;1366;0;"AMD";" A12-Series 9700P";2.5;8;"HDD";2048;0;"AMD";" Radeon R7 Graphics";"window";2.04;33513;100
809;"Dell";"Gaming";15.6;"medium";2160;3840;0;"Intel";" Core i7";2.8;16;"SSD";512;0;"Nvidia";" GeForce GTX 1050 Ti";"window";2.62;89457;282
810;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;4;"HDD";1024;0;"Nvidia";" GeForce 920M";"window";2.4;32448;141
811;"HP";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;12;"HDD";1024;0;"AMD";" Radeon RX 580";"window";3.74;93187;127
812;"MSI";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"window";2.9;128671;127
813;"Samsung";"Ultrabook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";0.81;79867;166
814;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"HDD";1024;0;"Nvidia";" GeForce GT 940MX";"window";1.98;51202;141
815;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"AMD";" Radeon R5 M420";"window";2.18;42081;141
816;"Lenovo";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.32;99048;157
817;"Razer";"Ultrabook";12.5;"small";2160;3840;1;"Intel";" Core i7";2.5;16;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.29;95851;352
818;"HP";"Netbook";11.6;"small";768;1366;0;"Intel";" Celeron Dual";1.6;4;"FlashStorage";16;0;"Intel";" HD Graphics 400";"other";1.23;20513;135
819;"Dell";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"window";4.36;133467;127
820;"Dell";"Notebook";14.0;"medium";768;1366;0;"Intel";" Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";1.76;40226;112
821;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";2.1;26102;100
822;"Toshiba";"Ultrabook";14.0;"medium";768;1366;0;"Intel";" Core i5";2.5;4;"SSD";128;0;"Intel";" HD Graphics 620";"window";1.25;58075;112
823;"Lenovo";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.13;133147;157
824;"MSI";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"window";2.4;63883;141
825;"Lenovo";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"FlashStorage";256;0;"Intel";" HD Graphics 620";"window";1.13;99900;157
826;"Toshiba";"Notebook";14.0;"medium";768;1366;0;"Intel";" Pentium Dual";2.1;4;"SSD";128;0;"Intel";" HD Graphics 510";"window";1.75;26587;112
827;"Asus";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.1;72354;166
828;"Dell";"Notebook";14.0;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";1.76;31169;112
829;"Acer";"Netbook";11.6;"small";768;1366;0;"Intel";" Celeron Dual";1.6;4;"FlashStorage";32;0;"Intel";" HD Graphics 400";"other";1.35;18914;135
830;"Acer";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i3";2.4;8;"SSD";128;0;"Intel";" HD Graphics 620";"window";1.5;32980;157
831;"Razer";"Gaming";17.3;"large";2160;3840;1;"Intel";" Core i7";2.9;32;"SSD";512;0;"Nvidia";" GeForce GTX 1080";"window";3.49;292987;255
832;"Lenovo";"Ultrabook";14.0;"medium";1440;2560;0;"Intel";" Core i7";2.6;16;"SSD";512;0;"Intel";" HD Graphics 520";"window";1.1;111835;210
833;"Asus";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;4;"HDD";1024;0;"Nvidia";" GeForce 920";"linux";2.1;27652;141
